Security ID,The Date of this Price,Option Symbol,Expiration Date of the Option,Date on Which the Option Last Traded,"C=Call, P=Put",Strike Price of the Option Times 1000,Highest Closing Bid Across All Exchanges,Lowest  Closing Ask Across All Exchanges,Volume,Open Interest for the Option,Unique ID for the Option Contract,Forward Price,Index Flag,Description of the Issuing Company,"(A)merican, (E)uropean, or ?"
108105,20190603,SPXW 190719C2705000,20190719,20190603,C,2705000,91.8,92.9,32,25,128338628,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2710000,20190719,20190603,C,2710000,89,89.9,13,6,128338629,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2715000,20190719,20190603,C,2715000,85.3,86.6,42,38,128338630,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2720000,20190719,20190603,C,2720000,82.4,83.3,19,22,128338631,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2725000,20190719,20190603,C,2725000,79.3,80.1,27,8,127973423,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2730000,20190719,20190603,C,2730000,76.2,76.7,34,45,128338632,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2735000,20190719,20190603,C,2735000,73.1,73.6,72,3,128338633,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2740000,20190719,20190603,C,2740000,70,70.8,869,29,128338634,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2745000,20190719,20190603,C,2745000,67,67.8,12,32,128338635,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2750000,20190719,20190603,C,2750000,64.1,64.9,103,428,127973424,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2755000,20190719,20190603,C,2755000,61.3,62,86,59,128338636,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2760000,20190719,20190603,C,2760000,58.5,59.2,47,60,128338637,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2765000,20190719,20190603,C,2765000,55.7,56.3,47,41,128338638,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2770000,20190719,20190603,C,2770000,53.1,53.6,46,253,128338639,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2775000,20190719,20190603,C,2775000,50.4,51,150,95,127973425,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2780000,20190719,20190603,C,2780000,47.9,48.3,244,1831,128338640,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2785000,20190719,20190603,C,2785000,45.4,45.8,72,83,128338641,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2790000,20190719,20190603,C,2790000,42.9,43.4,99,264,128338642,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2795000,20190719,20190603,C,2795000,40.6,41,90,57,128338643,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2800000,20190719,20190603,C,2800000,38.3,38.7,70,363,127973426,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2805000,20190719,20190603,C,2805000,36.1,36.5,16,572,128338644,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2810000,20190719,20190603,C,2810000,34,34.3,864,2459,128338645,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2815000,20190719,20190603,C,2815000,31.9,32.3,77,76,128338646,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2820000,20190719,20190603,C,2820000,29.9,30.2,171,1452,128338647,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2825000,20190719,20190603,C,2825000,27.9,28.3,170,157,127973427,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2830000,20190719,20190603,C,2830000,26.1,26.5,157,1295,128338648,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2835000,20190719,20190603,C,2835000,24.3,24.7,55,70,128338649,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2840000,20190719,20190603,C,2840000,22.6,23,42,242,128338650,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2845000,20190719,20190603,C,2845000,21,21.3,8,200,128338651,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2850000,20190719,20190603,C,2850000,19.5,19.8,112,193,127973428,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2855000,20190719,20190603,C,2855000,18,18.3,80,146,128338652,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2860000,20190719,20190603,C,2860000,16.6,17,67,1534,128338653,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2865000,20190719,20190603,C,2865000,15.3,15.6,29,194,128338654,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2870000,20190719,20190603,C,2870000,14.1,14.4,87,1008,128338655,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2875000,20190719,20190603,C,2875000,13,13.2,30,939,127973429,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2880000,20190719,20190603,C,2880000,11.9,12.1,44,212,128338656,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2885000,20190719,20190603,C,2885000,10.9,11.1,27,286,128338657,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2890000,20190719,20190603,C,2890000,9.9,10.2,11,277,128338658,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2895000,20190719,20190603,C,2895000,9.1,9.3,62,156,128338659,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2900000,20190719,20190603,C,2900000,8.3,8.5,180,493,127973430,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2905000,20190719,20190603,C,2905000,7.5,7.7,25,123,128338660,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2910000,20190719,20190603,C,2910000,6.8,7,717,130,128338661,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2915000,20190719,20190603,C,2915000,6.2,6.4,25,250,128338662,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2920000,20190719,20190603,C,2920000,5.6,5.8,80,78,128338663,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2925000,20190719,20190603,C,2925000,5.1,5.3,56,378,127973431,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2930000,20190719,20190603,C,2930000,4.6,4.8,88,191,128338664,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2935000,20190719,20190603,C,2935000,4.1,4.3,67,151,128338665,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2940000,20190719,20190603,C,2940000,3.7,3.9,90,217,128338666,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2945000,20190719,20190603,C,2945000,3.4,3.6,19,176,128338667,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2950000,20190719,20190603,C,2950000,3,3.2,20,868,127973432,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2955000,20190719,20190603,C,2955000,2.75,2.9,8,251,128338668,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2960000,20190719,20190603,C,2960000,2.5,2.65,90,425,128338669,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2965000,20190719,20190603,C,2965000,2.25,2.4,202,183,128338670,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2970000,20190719,20190603,C,2970000,2,2.15,3,150,128338671,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2975000,20190719,20190603,C,2975000,1.85,2,35,415,127973433,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2980000,20190719,20190603,C,2980000,1.65,1.8,272,353,128338672,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2985000,20190719,20190603,C,2985000,1.5,1.65,677,94,128338673,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2990000,20190719,20190603,C,2990000,1.35,1.5,4,167,128338674,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C2995000,20190719,20190531,C,2995000,1.2,1.35,0,113,128338675,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3000000,20190719,20190603,C,3000000,1.1,1.25,228,381,127973434,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3005000,20190719,20190603,C,3005000,1,1.15,29,151,128338676,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3010000,20190719,20190603,C,3010000,0.9,1.05,853,889,128338677,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3015000,20190719,20190603,C,3015000,0.85,0.95,768,765,128338678,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3020000,20190719,20190531,C,3020000,0.75,0.85,0,207,128338679,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3025000,20190719,20190603,C,3025000,0.7,0.8,514,890,127973435,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3030000,20190719,20190603,C,3030000,0.65,0.75,40,179,128338680,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3035000,20190719,20190529,C,3035000,0.55,0.65,0,367,128338681,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3040000,20190719,20190603,C,3040000,0.55,0.6,32,1108,128338682,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3045000,20190719,20190523,C,3045000,0.5,0.55,0,121,128338683,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3050000,20190719,20190603,C,3050000,0.45,0.5,5,367,127973436,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3055000,20190719,20190603,C,3055000,0.4,0.5,2,246,128372470,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3060000,20190719,20190603,C,3060000,0.4,0.45,33,211,128338684,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3065000,20190719,20190603,C,3065000,0.35,0.45,2,120,128463019,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3070000,20190719,20190528,C,3070000,0.3,0.4,0,113,128338685,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3075000,20190719,20190603,C,3075000,0.3,0.4,2,492,127973437,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3080000,20190719,20190603,C,3080000,0.25,0.35,1,472,128338686,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3085000,20190719,20190524,C,3085000,0.25,0.35,0,259,128505731,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3090000,20190719,20190603,C,3090000,0.2,0.3,99,303,128338687,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3095000,20190719,20190603,C,3095000,0.2,0.3,100,91,128526911,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3100000,20190719,20190603,C,3100000,0.2,0.3,49,353,127973438,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3105000,20190719,20190523,C,3105000,0.2,0.25,0,193,128526912,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3110000,20190719,20190603,C,3110000,0.15,0.25,1028,1771,128338688,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3115000,20190719,20190523,C,3115000,0.15,0.25,0,213,128601178,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3120000,20190719,20190529,C,3120000,0.15,0.25,0,490,128372471,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3125000,20190719,20190531,C,3125000,0.15,0.25,0,1210,128064490,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3130000,20190719,20190529,C,3130000,0.1,0.25,0,99,128463020,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3135000,20190719,20190522,C,3135000,0.1,0.2,0,279,128827879,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3140000,20190719,20190522,C,3140000,0.1,0.2,0,274,128463021,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3145000,20190719,20190515,C,3145000,0.1,0.2,0,84,128827880,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3150000,20190719,20190531,C,3150000,0.1,0.2,0,534,127973439,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3155000,20190719,20190514,C,3155000,0.1,0.2,0,119,128827881,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3160000,20190719,20190517,C,3160000,0.1,0.2,0,173,128505732,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3170000,20190719,20190528,C,3170000,0.1,0.15,0,265,128526913,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3175000,20190719,20190531,C,3175000,0.1,0.15,0,845,128372472,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3180000,20190719,20190515,C,3180000,0.05,0.15,0,132,128526914,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3190000,20190719,20190514,C,3190000,0.05,0.15,0,406,128601179,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3200000,20190719,20190603,C,3200000,0.1,0.15,115,384,127973440,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3210000,20190719,20190517,C,3210000,0.05,0.15,0,306,128827882,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3220000,20190719,20190514,C,3220000,0.05,0.15,0,35,128827883,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3225000,20190719,20190522,C,3225000,0.05,0.15,0,294,128526915,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3230000,20190719,20190517,C,3230000,0.05,0.15,0,62,128827884,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3250000,20190719,20190603,C,3250000,0.05,0.1,10,1975,128338689,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3275000,20190719,20190531,C,3275000,0.05,0.1,0,28,128827885,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3300000,20190719,20190523,C,3300000,0.05,0.1,0,316,127973441,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3350000,20190719,20190523,C,3350000,0,0.1,0,290,128827886,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3400000,20190719,20190523,C,3400000,0,0.1,0,44,127973442,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3500000,20190719,20190520,C,3500000,0,0.1,0,66,127973443,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3600000,20190719,20190516,C,3600000,0,0.1,0,47,128001898,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3700000,20190719,,C,3700000,0,0.1,0,0,128463022,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719C3800000,20190719,,C,3800000,0,0.1,0,0,128573947,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1000000,20190719,20190521,P,1000000,0,0.1,0,748,128142636,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1100000,20190719,20190521,P,1100000,0,0.1,0,150,128142637,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1200000,20190719,20190528,P,1200000,0,0.1,0,12,127973444,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1300000,20190719,20190523,P,1300000,0,0.1,0,61,127973445,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1375000,20190719,20190513,P,1375000,0,0.1,0,275,128192411,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1400000,20190719,20190513,P,1400000,0,0.15,0,60,127973446,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1425000,20190719,20190514,P,1425000,0.05,0.15,0,210,127973447,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1450000,20190719,20190515,P,1450000,0.05,0.15,0,155,127973448,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1475000,20190719,20190514,P,1475000,0.05,0.15,0,60,127973449,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1500000,20190719,20190515,P,1500000,0.05,0.15,0,71,127973450,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1525000,20190719,20190515,P,1525000,0.05,0.2,0,70,127973451,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1550000,20190719,20190506,P,1550000,0.1,0.2,0,230,127973452,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1575000,20190719,20190517,P,1575000,0.1,0.2,0,170,127973453,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1600000,20190719,20190517,P,1600000,0.1,0.2,0,40,127973454,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1625000,20190719,20190517,P,1625000,0.1,0.25,0,178,127973455,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1650000,20190719,20190528,P,1650000,0.15,0.25,0,239,127973456,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1675000,20190719,20190509,P,1675000,0.15,0.25,0,36,127973457,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1700000,20190719,20190531,P,1700000,0.2,0.3,0,220,127973458,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1725000,20190719,,P,1725000,0.2,0.3,0,0,127973459,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1750000,20190719,20190528,P,1750000,0.25,0.35,0,231,127973460,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1775000,20190719,20190524,P,1775000,0.25,0.35,0,34,127973461,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1800000,20190719,20190603,P,1800000,0.3,0.4,10,10,127973462,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1825000,20190719,20190529,P,1825000,0.3,0.45,0,48,127973463,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1850000,20190719,20190603,P,1850000,0.35,0.5,5,55,127973464,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1875000,20190719,20190524,P,1875000,0.4,0.5,0,58,127973465,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1900000,20190719,20190529,P,1900000,0.45,0.55,0,261,127973466,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1925000,20190719,20190603,P,1925000,0.5,0.6,2,44,127973467,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1930000,20190719,,P,1930000,0.5,0.6,0,0,129231582,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1940000,20190719,,P,1940000,0.55,0.65,0,0,129231583,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1950000,20190719,20190530,P,1950000,0.55,0.65,0,67,127973468,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1960000,20190719,20190530,P,1960000,0.6,0.7,0,100,129210266,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1970000,20190719,20190524,P,1970000,0.6,0.7,0,61,128396696,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1975000,20190719,20190517,P,1975000,0.65,0.75,0,10,127973469,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1980000,20190719,20190603,P,1980000,0.65,0.75,123,124,128396697,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P1990000,20190719,20190321,P,1990000,0.65,0.75,0,105,128338690,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2000000,20190719,20190523,P,2000000,0.7,0.8,0,57,127973470,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2010000,20190719,20190523,P,2010000,0.75,0.85,0,5,128338691,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2020000,20190719,20190513,P,2020000,0.75,0.9,0,52,128338692,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2025000,20190719,20190603,P,2025000,0.8,0.9,11,35,127973471,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2030000,20190719,20190513,P,2030000,0.8,0.9,0,21,128338693,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2040000,20190719,20190523,P,2040000,0.85,0.95,0,34,128338694,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2050000,20190719,20190522,P,2050000,0.9,1,0,56,127973472,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2060000,20190719,20190514,P,2060000,0.9,1.05,0,29,128338695,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2070000,20190719,20190531,P,2070000,0.95,1.05,0,1530,128338696,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2075000,20190719,20190524,P,2075000,1,1.1,0,21,127973473,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2080000,20190719,20190514,P,2080000,1,1.1,0,83,128338697,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2090000,20190719,20190430,P,2090000,1.05,1.15,0,5,128338698,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2100000,20190719,20190603,P,2100000,1.1,1.2,10,163,127973474,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2110000,20190719,20190603,P,2110000,1.15,1.25,49,29,128338699,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2120000,20190719,20190528,P,2120000,1.2,1.35,0,105,128338700,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2125000,20190719,20190603,P,2125000,1.25,1.35,3,25,127973475,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2130000,20190719,20190531,P,2130000,1.3,1.4,0,12,128338701,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2140000,20190719,20190528,P,2140000,1.35,1.45,0,159,128338702,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2150000,20190719,20190530,P,2150000,1.4,1.55,0,74,127973476,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2160000,20190719,20190517,P,2160000,1.5,1.6,0,153,128338703,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2170000,20190719,20190502,P,2170000,1.55,1.7,0,8,128338704,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2175000,20190719,20190513,P,2175000,1.6,1.7,0,32,127973477,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2180000,20190719,20190514,P,2180000,1.65,1.75,0,116,128338705,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2190000,20190719,20190603,P,2190000,1.75,1.85,20,71,128338706,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2200000,20190719,20190603,P,2200000,1.8,1.95,149,294,127973478,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2205000,20190719,,P,2205000,1.85,2,0,0,129231584,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2210000,20190719,20190529,P,2210000,1.9,2.05,0,39,128338707,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2215000,20190719,,P,2215000,1.95,2.1,0,0,129231585,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2220000,20190719,20190520,P,2220000,2,2.15,0,130,128338708,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2225000,20190719,20190529,P,2225000,2.1,2.2,0,92,127973479,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2230000,20190719,20190514,P,2230000,2.15,2.3,0,42,128338709,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2235000,20190719,,P,2235000,2.2,2.35,0,0,129210267,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2240000,20190719,20190603,P,2240000,2.25,2.4,95,33,128338710,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2245000,20190719,20190510,P,2245000,2.3,2.45,0,59,128396698,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2250000,20190719,20190603,P,2250000,2.4,2.55,17,644,127973480,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2255000,20190719,20190603,P,2255000,2.45,2.6,89,221,128396699,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2260000,20190719,20190510,P,2260000,2.55,2.7,0,41,128338711,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2265000,20190719,20190528,P,2265000,2.6,2.75,0,142,128396700,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2270000,20190719,20190530,P,2270000,2.7,2.85,0,166,128338712,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2275000,20190719,20190528,P,2275000,2.75,2.9,0,186,127973481,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2280000,20190719,20190603,P,2280000,2.85,3,63,101,128338713,2746.256022,1,CBOE S&P 500 INDEX,E
108105,20190603,SPXW 190719P2285000,20190719,20190517,P,2285000,2.95,3.1,0,700,128338714,2746.256022,1,CBOE S&P 500 INDEX,E
